  0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
  0.10000E+00           NaN           NaN   0.00000E+00   0.00000E+00   0.00000E+00
  0.20000E+00           NaN           NaN           NaN           NaN           NaN
  0.30000E+00           NaN           NaN           NaN           NaN           NaN
  0.40000E+00           NaN           NaN           NaN           NaN           NaN
  0.50000E+00           NaN           NaN           NaN           NaN           NaN
  0.60000E+00           NaN           NaN           NaN           NaN           NaN
  0.70000E+00           NaN           NaN           NaN           NaN           NaN
  0.80000E+00           NaN           NaN           NaN           NaN           NaN
  0.90000E+00           NaN           NaN           NaN           NaN           NaN
  0.10000E+01           NaN           NaN           NaN           NaN           NaN
  0.11000E+01           NaN           NaN           NaN           NaN           NaN
  0.12000E+01           NaN           NaN           NaN           NaN           NaN
  0.13000E+01           NaN           NaN           NaN           NaN           NaN
  0.14000E+01           NaN           NaN           NaN           NaN           NaN
  0.15000E+01           NaN           NaN           NaN           NaN           NaN
  0.16000E+01           NaN           NaN           NaN           NaN           NaN
  0.17000E+01           NaN           NaN           NaN           NaN           NaN
  0.18000E+01           NaN           NaN           NaN           NaN           NaN
  0.19000E+01           NaN           NaN           NaN           NaN           NaN
  0.20000E+01           NaN           NaN           NaN           NaN           NaN
  0.21000E+01           NaN           NaN           NaN           NaN           NaN
  0.22000E+01           NaN           NaN           NaN           NaN           NaN
  0.23000E+01           NaN           NaN           NaN           NaN           NaN
  0.24000E+01           NaN           NaN           NaN           NaN           NaN
  0.25000E+01           NaN           NaN           NaN           NaN           NaN
  0.26000E+01           NaN           NaN           NaN           NaN           NaN
  0.27000E+01           NaN           NaN           NaN           NaN           NaN
  0.28000E+01           NaN           NaN           NaN           NaN           NaN
  0.29000E+01           NaN           NaN           NaN           NaN           NaN
  0.30000E+01           NaN           NaN           NaN           NaN           NaN
  0.31000E+01           NaN           NaN           NaN           NaN           NaN
  0.32000E+01           NaN           NaN           NaN           NaN           NaN
  0.33000E+01           NaN           NaN           NaN           NaN           NaN
  0.34000E+01           NaN           NaN           NaN           NaN           NaN
  0.35000E+01           NaN           NaN           NaN           NaN           NaN
  0.36000E+01           NaN           NaN           NaN           NaN           NaN
  0.37000E+01           NaN           NaN           NaN           NaN           NaN
  0.38000E+01           NaN           NaN           NaN           NaN           NaN
  0.39000E+01           NaN           NaN           NaN           NaN           NaN
  0.40000E+01           NaN           NaN           NaN           NaN           NaN
  0.41000E+01           NaN           NaN           NaN           NaN           NaN
  0.42000E+01           NaN           NaN           NaN           NaN           NaN
  0.43000E+01           NaN           NaN           NaN           NaN           NaN
  0.44000E+01           NaN           NaN           NaN           NaN           NaN
  0.45000E+01           NaN           NaN           NaN           NaN           NaN
  0.46000E+01           NaN           NaN           NaN           NaN           NaN
  0.47000E+01           NaN           NaN           NaN           NaN           NaN
  0.48000E+01           NaN           NaN           NaN           NaN           NaN
  0.49000E+01           NaN           NaN           NaN           NaN           NaN
  0.50000E+01           NaN           NaN           NaN           NaN           NaN
  0.51000E+01           NaN           NaN           NaN           NaN           NaN
  0.52000E+01           NaN           NaN           NaN           NaN           NaN
  0.53000E+01           NaN           NaN           NaN           NaN           NaN
  0.54000E+01           NaN           NaN           NaN           NaN           NaN
  0.55000E+01           NaN           NaN           NaN           NaN           NaN
  0.56000E+01           NaN           NaN           NaN           NaN           NaN
  0.57000E+01           NaN           NaN           NaN           NaN           NaN
  0.58000E+01           NaN           NaN           NaN           NaN           NaN
  0.59000E+01           NaN           NaN           NaN           NaN           NaN
  0.60000E+01           NaN           NaN           NaN           NaN           NaN
  0.61000E+01           NaN           NaN           NaN           NaN           NaN
  0.62000E+01           NaN           NaN           NaN           NaN           NaN
  0.63000E+01           NaN           NaN           NaN           NaN           NaN
  0.64000E+01           NaN           NaN           NaN           NaN           NaN
  0.65000E+01           NaN           NaN           NaN           NaN           NaN
  0.66000E+01           NaN           NaN           NaN           NaN           NaN
  0.67000E+01           NaN           NaN           NaN           NaN           NaN
  0.68000E+01           NaN           NaN           NaN           NaN           NaN
  0.69000E+01           NaN           NaN           NaN           NaN           NaN
  0.70000E+01           NaN           NaN           NaN           NaN           NaN
  0.71000E+01           NaN           NaN           NaN           NaN           NaN
  0.72000E+01           NaN           NaN           NaN           NaN           NaN
  0.73000E+01           NaN           NaN           NaN           NaN           NaN
  0.74000E+01           NaN           NaN           NaN           NaN           NaN
  0.75000E+01           NaN           NaN           NaN           NaN           NaN
  0.76000E+01           NaN           NaN           NaN           NaN           NaN
  0.77000E+01           NaN           NaN           NaN           NaN           NaN
  0.78000E+01           NaN           NaN           NaN           NaN           NaN
  0.79000E+01           NaN           NaN           NaN           NaN           NaN
  0.80000E+01           NaN           NaN           NaN           NaN           NaN
  0.81000E+01           NaN           NaN           NaN           NaN           NaN
  0.82000E+01           NaN           NaN           NaN           NaN           NaN
  0.83000E+01           NaN           NaN           NaN           NaN           NaN
  0.84000E+01           NaN           NaN           NaN           NaN           NaN
  0.85000E+01           NaN           NaN           NaN           NaN           NaN
  0.86000E+01           NaN           NaN           NaN           NaN           NaN
  0.87000E+01           NaN           NaN           NaN           NaN           NaN
  0.88000E+01           NaN           NaN           NaN           NaN           NaN
  0.89000E+01           NaN           NaN           NaN           NaN           NaN
  0.90000E+01           NaN           NaN           NaN           NaN           NaN
  0.91000E+01           NaN           NaN           NaN           NaN           NaN
  0.92000E+01           NaN           NaN           NaN           NaN           NaN
  0.93000E+01           NaN           NaN           NaN           NaN           NaN
  0.94000E+01           NaN           NaN           NaN           NaN           NaN
  0.95000E+01           NaN           NaN           NaN           NaN           NaN
  0.96000E+01           NaN           NaN           NaN           NaN           NaN
  0.97000E+01           NaN           NaN           NaN           NaN           NaN
  0.98000E+01           NaN           NaN           NaN           NaN           NaN
  0.99000E+01           NaN           NaN           NaN           NaN           NaN
  0.10000E+02           NaN           NaN           NaN           NaN           NaN
